country,city,zone,metric,current_value,value_1w_ago,value_5w_ago,delta_1w,delta_5w
BR,Campinas,SP - CPS - Mansões,% Restaurants Sessions With Optimal Assortment,0.5295832077,0.5299418085,0.5164708139,-0.0003586007999999419,0.013112393799999955
BR,Campinas,SP - CPS - Mansões,Gross Profit UE,0.716285816,2.091085521,0.6896513115,-1.374799705,0.026634504499999934
BR,Campinas,SP - CPS - Mansões,Lead Penetration,0.09145495411,0.08923728608,0.09062989483,0.0022176680299999946,0.0008250592799999984
BR,Campinas,SP - CPS - Mansões,MLTV Top Verticals Adoption,0.2981284368,0.3092260561,0.2879121407,-0.011097619299999972,0.010216296100000022
BR,Campinas,SP - CPS - Mansões,Non-Pro PTC > OP,0.6760038761,0.6704174654,0.6856907582,0.0055864106999999885,-0.009686882100000016
BR,Campinas,SP - CPS - Mansões,Perfect Orders,0.853995106,0.8601129402,0.8681343699,-0.006117834200000005,-0.014139263900000087
BR,Campinas,SP - CPS - Mansões,Pro Adoption (Last Week Status),0.46485623,0.4502103787,0.4342783505,0.014645851299999957,0.03057787949999996
BR,Campinas,SP - CPS - Mansões,Restaurants Markdowns / GMV,0.04467162207,0.05527632689,0.07923670525,-0.010604704819999998,-0.03456508318
BR,Campinas,SP - CPS - Mansões,Restaurants SS > ATC CVR,0.3946525082,0.4198875806,0.426470537,-0.025235072400000003,-0.03181802880000001
BR,Campinas,SP - CPS - Mansões,Restaurants SST > SS CVR,0.8313413267,0.8359309621,0.881658281,-0.004589635399999903,-0.05031695429999994
BR,Campinas,SP - CPS - Mansões,Retail SST > SS CVR,0.8273873078,0.8619528292,0.9425348203,-0.03456552140000002,-0.1151475125
BR,Campinas,SP - CPS - Sousas,% PRO Users Who Breakeven,0.0,0.0,0.0,0.0,0.0
BR,Campinas,SP - CPS - Sousas,% Restaurants Sessions With Optimal Assortment,0.0,0.0,0.0,0.0,0.0
BR,Campinas,SP - CPS - Sousas,Gross Profit UE,7.051524846,-0.1848603998,-2.911417434,7.2363852458,9.96294228
BR,Campinas,SP - CPS - Sousas,Lead Penetration,0.02,0.02,0.014,0.0,0.006
BR,Campinas,SP - CPS - Sousas,MLTV Top Verticals Adoption,0.1833333333,0.2012121212,0.25,-0.0178787879,-0.06666666669999999
BR,Campinas,SP - CPS - Sousas,Non-Pro PTC > OP,0.7333333333,0.6733333333,0.611038961,0.05999999999999994,0.12229437229999995
BR,Campinas,SP - CPS - Sousas,Perfect Orders,0.5923077742,0.750156549,0.6320076998,-0.15784877479999992,-0.03969992560000002
BR,Campinas,SP - CPS - Sousas,Pro Adoption (Last Week Status),0.3846153846,0.4285714286,0.3125,-0.04395604400000003,0.0721153846
BR,Campinas,SP - CPS - Sousas,Restaurants Markdowns / GMV,0.07346006285,0.08964044958,,-0.01618038673000001,
BR,Campinas,SP - CPS - Sousas,Restaurants SS > ATC CVR,0.3213736264,0.3661522301,0.4376529367,-0.044778603699999975,-0.1162793103
BR,Campinas,SP - CPS - Sousas,Restaurants SST > SS CVR,0.6441239316,0.6618589744,0.8558671214,-0.017735042799999934,-0.21174318979999995
BR,Campinas,SP - CPS - Sousas,Retail SST > SS CVR,0.8203144109,0.8271249765,0.8784615385,-0.00681056560000004,-0.05814712759999996
BR,Campinas,SP - CPS - Swiss Park,% PRO Users Who Breakeven,0.1052631579,0.1315789474,0.05405405405,-0.026315789500000006,0.05120910385
BR,Campinas,SP - CPS - Swiss Park,% Restaurants Sessions With Optimal Assortment,0.02367649405,0.03034726142,0.01414940251,-0.0066707673700000004,0.00952709154
BR,Campinas,SP - CPS - Swiss Park,Gross Profit UE,0.550476008,1.545995794,1.075748129,-0.995519786,-0.525272121
BR,Campinas,SP - CPS - Swiss Park,MLTV Top Verticals Adoption,0.1861502455,0.1804754741,0.1408588968,0.0056747714000000005,0.04529134870000001
BR,Campinas,SP - CPS - Swiss Park,Non-Pro PTC > OP,0.7321084798,0.6860198625,0.7199134199,0.04608861730000002,0.012195059900000027
BR,Campinas,SP - CPS - Swiss Park,Perfect Orders,0.8694379767,0.8726182061,0.7324383716,-0.0031802293999999565,0.13699960509999998
BR,Campinas,SP - CPS - Swiss Park,Pro Adoption (Last Week Status),0.4571428571,0.512195122,0.3846153846,-0.055052264899999925,0.07252747250000002
BR,Campinas,SP - CPS - Swiss Park,Restaurants SS > ATC CVR,0.3672894326,0.3685659653,0.4758834868,-0.0012765326999999993,-0.10859405419999996
BR,Campinas,SP - CPS - Swiss Park,Restaurants SST > SS CVR,0.6508325359,0.7153666489,0.8055555556,-0.064534113,-0.15472301970000002
BR,Campinas,SP - CPS - Swiss Park,Retail SST > SS CVR,0.6740137722,0.7582490759,0.9479142748,-0.08423530369999999,-0.2739005026
BR,Campinas,SP - CPS - Taquaral,% PRO Users Who Breakeven,0.2122015915,0.2112299465,0.2332439678,0.000971645000000021,-0.0210423763
BR,Campinas,SP - CPS - Taquaral,% Restaurants Sessions With Optimal Assortment,0.6635324196,0.6634848507,0.6607727887,4.756890000001679e-05,0.0027596308999999764
BR,Campinas,SP - CPS - Taquaral,Gross Profit UE,2.031837141,3.183554553,1.580069418,-1.151717412,0.4517677230000001
BR,Campinas,SP - CPS - Taquaral,Lead Penetration,0.1075949367,0.1084341891,0.120671729,-0.0008392523999999901,-0.0130767923
BR,Campinas,SP - CPS - Taquaral,MLTV Top Verticals Adoption,0.2953409953,0.3150965963,0.3124027456,-0.019755600999999956,-0.017061750299999956
BR,Campinas,SP - CPS - Taquaral,Non-Pro PTC > OP,0.7212680136,0.7165706358,0.7444170956,0.004697377800000013,-0.023149081999999988
BR,Campinas,SP - CPS - Taquaral,Perfect Orders,0.8852098819,0.9035315902,0.900179057,-0.018321708299999906,-0.014969175099999954
BR,Campinas,SP - CPS - Taquaral,Pro Adoption (Last Week Status),0.4060356653,0.39408867,0.3920529801,0.01194699530000004,0.013982685200000011
BR,Campinas,SP - CPS - Taquaral,Restaurants Markdowns / GMV,0.06734801147,0.08169640076,0.1055872317,-0.01434838929,-0.03823922023000001
BR,Campinas,SP - CPS - Taquaral,Restaurants SS > ATC CVR,0.360824958,0.3693955461,0.4188466414,-0.008570588100000054,-0.058021683400000024
BR,Campinas,SP - CPS - Taquaral,Restaurants SST > SS CVR,0.8149711313,0.8245843659,0.8699824093,-0.009613234599999965,-0.05501127800000005
BR,Campinas,SP - CPS - Taquaral,Retail SST > SS CVR,0.8117545942,0.8666324526,0.957500183,-0.054877858400000035,-0.1457455888
BR,Campinas,SP - CPS - Vila Boa Vista,% PRO Users Who Breakeven,0.1363636364,0.04545454545,0.1428571429,0.09090909095,-0.006493506500000024
BR,Campinas,SP - CPS - Vila Boa Vista,% Restaurants Sessions With Optimal Assortment,0.2870824176,0.3102502174,0.2681667583,-0.0231677998,0.0189156593
BR,Campinas,SP - CPS - Vila Boa Vista,Gross Profit UE,-1.343807614,-1.180565744,-3.679373943,-0.16324187,2.3355663289999997
BR,Campinas,SP - CPS - Vila Boa Vista,Lead Penetration,0.05515898767,0.04953493403,0.03841088674,0.005624053640000001,0.016748100930000002
BR,Campinas,SP - CPS - Vila Boa Vista,MLTV Top Verticals Adoption,0.1780529101,0.1404444444,0.2378990699,0.03760846569999998,-0.05984615980000002
BR,Campinas,SP - CPS - Vila Boa Vista,Non-Pro PTC > OP,0.6181481481,0.6984126984,0.6158119658,-0.08026455030000001,0.0023361822999999893
BR,Campinas,SP - CPS - Vila Boa Vista,Perfect Orders,0.7015486719,0.7453050175,0.7346168044,-0.04375634559999997,-0.03306813249999996
BR,Campinas,SP - CPS - Vila Boa Vista,Pro Adoption (Last Week Status),0.5217391304,0.5172413793,0.4615384615,0.004497751099999947,0.060200668899999976
BR,Campinas,SP - CPS - Vila Boa Vista,Restaurants SS > ATC CVR,0.3651396316,0.4260107331,0.3593368984,-0.06087110149999997,0.005802733200000021
BR,Campinas,SP - CPS - Vila Boa Vista,Restaurants SST > SS CVR,0.862775156,0.8687168393,0.8635669813,-0.0059416833,-0.0007918252999999931
BR,Campinas,SP - CPS - Vila Boa Vista,Retail SST > SS CVR,0.789145481,0.8003963096,0.8716022803,-0.011250828599999929,-0.08245679929999994
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,% PRO Users Who Breakeven,0.125,0.14,0.1428571429,-0.015000000000000013,-0.01785714290000001
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,% Restaurants Sessions With Optimal Assortment,0.003511345852,0.003218367254,0.006648135192,0.00029297859799999994,-0.0031367893400000004
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Gross Profit UE,0.7175987847,0.8414738227,-1.504170278,-0.12387503799999999,2.2217690627
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Lead Penetration,0.04416362689,0.04226834644,0.03526024363,0.0018952804500000017,0.008903383260000002
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,MLTV Top Verticals Adoption,0.210059235,0.2175935892,0.2204618304,-0.007534354199999982,-0.010402595399999992
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Non-Pro PTC > OP,0.6957955805,0.6682518932,0.6779548386,0.027543687300000008,0.017840741899999957
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Perfect Orders,0.7303489843,0.7630641257,0.7604437907,-0.03271514140000009,-0.030094806400000063
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Pro Adoption (Last Week Status),0.4244604317,0.4220183486,0.3696969697,0.002442083099999992,0.054763461999999985
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Restaurants Markdowns / GMV,0.02556285636,0.03418091594,0.03766177009,-0.00861805958,-0.012098913729999997
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Restaurants SS > ATC CVR,0.3295093247,0.3495693326,0.4163028541,-0.02006000790000001,-0.08679352940000001
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Restaurants SST > SS CVR,0.7453076438,0.7842749973,0.8018149321,-0.038967353500000024,-0.05650728829999996
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Retail SST > SS CVR,0.7918913334,0.8303816446,0.915725933,-0.038490311200000016,-0.1238345996000001
BR,Campinas,SP - VCP - Jardim Itatinga,% Restaurants Sessions With Optimal Assortment,0.01438415159,0.02851287535,0.005405405405,-0.014128723760000001,0.008978746185
BR,Campinas,SP - VCP - Jardim Itatinga,Gross Profit UE,3.633654601,-0.7291637724,-1.903735831,4.3628183734,5.5373904320000005
BR,Campinas,SP - VCP - Jardim Itatinga,Lead Penetration,2.4,2.1,4.0,0.2999999999999998,-1.6
BR,Campinas,SP - VCP - Jardim Itatinga,Non-Pro PTC > OP,0.2,0.3,0.5444444444,-0.09999999999999998,-0.34444444439999994
BR,Campinas,SP - VCP - Jardim Itatinga,Perfect Orders,0.5760196428,0.4711215114,,0.10489813139999993,
BR,Campinas,SP - VCP - Jardim Itatinga,Pro Adoption (Last Week Status),0.1666666667,0.0,0.4,0.1666666667,-0.23333333330000003
BR,Campinas,SP - VCP - Jardim Itatinga,Restaurants SS > ATC CVR,0.2563636364,0.3733333333,0.7365079365,-0.11696969690000003,-0.48014430010000003
BR,Campinas,SP - VCP - Jardim Itatinga,Restaurants SST > SS CVR,0.9714285714,0.9428571429,0.9714285714,0.02857142850000005,0.0
BR,Campinas,SP - VCP - Jardim Itatinga,Retail SST > SS CVR,0.9,0.85,1.0,0.050000000000000044,-0.09999999999999998
BR,Campinas,SP - VCP - Jardim Santa Cruz,% PRO Users Who Breakeven,0.1818181818,0.1818181818,0.4,0.0,-0.21818181820000002
BR,Campinas,SP - VCP - Jardim Santa Cruz,% Restaurants Sessions With Optimal Assortment,0.2226800042,0.2641675163,0.1843184614,-0.04148751210000001,0.03836154280000001
BR,Campinas,SP - VCP - Jardim Santa Cruz,Gross Profit UE,-2.960620808,-4.819194015,-5.474904184,1.858573207,2.514283376
BR,Campinas,SP - VCP - Jardim Santa Cruz,Lead Penetration,3.1,3.3,4.8,-0.19999999999999973,-1.6999999999999997
BR,Campinas,SP - VCP - Jardim Santa Cruz,MLTV Top Verticals Adoption,0.2009680135,0.1137085137,0.1684744142,0.08725949979999999,0.03249359929999998
BR,Campinas,SP - VCP - Jardim Santa Cruz,Non-Pro PTC > OP,0.4567307692,0.4913186813,0.66751628,-0.03458791210000001,-0.21078551079999996
BR,Campinas,SP - VCP - Jardim Santa Cruz,Perfect Orders,0.6192478994,0.6238454179,0.5526801601,-0.0045975185000000085,0.06656773930000004
BR,Campinas,SP - VCP - Jardim Santa Cruz,Pro Adoption (Last Week Status),0.3684210526,0.28125,0.2558139535,0.08717105260000002,0.1126070991
BR,Campinas,SP - VCP - Jardim Santa Cruz,Restaurants Markdowns / GMV,0.06987094941,0.07000498881,0.05919224756,-0.0001340394000000078,0.010678701849999993
BR,Campinas,SP - VCP - Jardim Santa Cruz,Restaurants SS > ATC CVR,0.4722186629,0.4917352404,0.56692741,-0.01951657750000002,-0.09470874710000005
BR,Campinas,SP - VCP - Jardim Santa Cruz,Restaurants SST > SS CVR,0.9367739899,0.9789351852,0.9212173913,-0.042161195299999954,0.015556598600000027
BR,Campinas,SP - VCP - Jardim Santa Cruz,Retail SST > SS CVR,0.9076772487,0.8959134199,0.8920057497,0.011763828800000042,0.015671498999999978
BR,Campinas,SP - VCP - Jardim Santa Lúcia,% PRO Users Who Breakeven,0.0,0.0,0.3333333333,0.0,-0.3333333333
BR,Campinas,SP - VCP - Jardim Santa Lúcia,% Restaurants Sessions With Optimal Assortment,0.0202645095,0.03537331548,0.01444144673,-0.01510880598,0.00582306277
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Gross Profit UE,7.979585758,4.941693657,-4.109406365,3.0378921009999997,12.088992123
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Lead Penetration,1.1,1.3,1.6,-0.19999999999999996,-0.5
BR,Campinas,SP - VCP - Jardim Santa Lúcia,MLTV Top Verticals Adoption,0.1655555556,0.1755555556,0.0691025641,-0.010000000000000009,0.09645299149999999
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Non-Pro PTC > OP,0.08,0.03333333333,0.33625,0.04666666667,-0.25625
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Perfect Orders,0.7326648714,0.7487029421,0.5257202311,-0.016038070699999962,0.20694464030000004
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Pro Adoption (Last Week Status),0.5555555556,0.5,0.3125,0.05555555560000003,0.24305555560000003
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Restaurants SS > ATC CVR,0.1346153846,0.2378205128,0.396952381,-0.1032051282,-0.2623369964
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Restaurants SST > SS CVR,0.8771428571,0.9351648352,0.9455685619,-0.05802197810000009,-0.0684257048000001
BR,Campinas,SP - VCP - Jardim Santa Lúcia,Retail SST > SS CVR,0.9238095238,0.9833333333,0.9057792208,-0.05952380949999991,0.01803030300000008
BR,Campo Grande,Campo Grande Expansión,% PRO Users Who Breakeven,0.0,0.0,0.0,0.0,0.0
BR,Campo Grande,Campo Grande Expansión,% Restaurants Sessions With Optimal Assortment,0.0,0.0,0.0,0.0,0.0
BR,Campo Grande,Campo Grande Expansión,Gross Profit UE,-8.224152568,-8.600713436,-4.137566268,0.3765608680000003,-4.0865863
BR,Campo Grande,Campo Grande Expansión,Lead Penetration,0.3106439354,0.3078099797,0.2931737589,0.0028339557000000015,0.01747017649999999
BR,Campo Grande,Campo Grande Expansión,MLTV Top Verticals Adoption,0.004347826087,0.01269565217,0.06236453202,-0.008347826083,-0.058016705933
BR,Campo Grande,Campo Grande Expansión,Non-Pro PTC > OP,0.4239285714,0.5928571429,0.4158333333,-0.1689285715,0.008095238100000013
BR,Campo Grande,Campo Grande Expansión,Perfect Orders,0.8021066891,0.8592157622,0.9779848791,-0.05710907309999991,-0.17587818999999993
BR,Campo Grande,Campo Grande Expansión,Pro Adoption (Last Week Status),0.1111111111,0.08333333333,0.07142857143,0.02777777777000001,0.03968253967
BR,Campo Grande,Campo Grande Expansión,Restaurants Markdowns / GMV,0.02437659733,0.02114899386,0.02650475443,0.0032276034699999998,-0.0021281571
BR,Campo Grande,Campo Grande Expansión,Restaurants SS > ATC CVR,0.2484705353,0.2664481717,0.3875562458,-0.017977636400000024,-0.1390857105
BR,Campo Grande,Campo Grande Expansión,Restaurants SST > SS CVR,0.5729802563,0.6751801133,0.6742323758,-0.102199857,-0.1012521194999999
BR,Campo Grande,Campo Grande Expansión,Retail SST > SS CVR,0.6717115987,0.7210347027,0.7194928711,-0.04932310400000006,-0.047781272400000074
BR,Cascavel,PH Cascavel CAC,% Restaurants Sessions With Optimal Assortment,0.0,0.0,0.0,0.0,0.0
BR,Cascavel,PH Cascavel CAC,Gross Profit UE,4.900488147,,,,
BR,Cascavel,PH Cascavel CAC,Lead Penetration,0.03658536585,0.03658536585,0.03658536585,0.0,0.0
BR,Cascavel,PH Cascavel CAC,Non-Pro PTC > OP,0.0,0.1,0.0,-0.1,0.0
BR,Cascavel,PH Cascavel CAC,Perfect Orders,0.9333333333,,,,
BR,Cascavel,PH Cascavel CAC,Pro Adoption (Last Week Status),0.0,0.0,0.5,0.0,-0.5
BR,Cascavel,PH Cascavel CAC,Restaurants SS > ATC CVR,0.2,0.025,0.2883333333,0.17500000000000002,-0.08833333329999998
BR,Cascavel,PH Cascavel CAC,Restaurants SST > SS CVR,0.4541666667,0.45,0.65,0.004166666699999988,-0.19583333330000002
BR,Caxias Do Sul,FS Rio Branco/São Leopoldo/Floresta/Medianeira/São Pelegrino CXJ,% Restaurants Sessions With Optimal Assortment,0.0,0.0,0.0,0.0,0.0
BR,Caxias Do Sul,FS Rio Branco/São Leopoldo/Floresta/Medianeira/São Pelegrino CXJ,Non-Pro PTC > OP,0.0,0.0,0.2,0.0,-0.2
BR,Cuiaba,Passagem da Conceição,% Restaurants Sessions With Optimal Assortment,0.0,0.0,0.0,0.0,0.0
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,% PRO Users Who Breakeven,0.3258706468,0.3663366337,0.3602015113,-0.04046598690000003,-0.0343308645
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,% Restaurants Sessions With Optimal Assortment,0.37618737,0.369327315,0.3826710647,0.0068600550000000315,-0.006483694699999987
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Gross Profit UE,0.2516934727,0.7087687523,-0.1405609893,-0.45707527960000005,0.39225446199999997
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Lead Penetration,0.03950387597,0.03987596899,0.04024199077,-0.00037209302000000555,-0.0007381148000000018
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,MLTV Top Verticals Adoption,0.3653737345,0.3585054388,0.3427676198,0.006868295699999971,0.022606114700000013
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Non-Pro PTC > OP,0.676248164,0.6923130863,0.6828507571,-0.016064922300000006,-0.006602593099999998
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Perfect Orders,0.8909310038,0.9053870398,0.8924202138,-0.014456036000000005,-0.0014892100000000186
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Pro Adoption (Last Week Status),0.5076687117,0.4812834225,0.4744245524,0.02638528920000005,0.033244159300000076
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Restaurants Markdowns / GMV,0.07313512566,0.07975921737,0.1265129584,-0.006624091710000002,-0.05337783273999999
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Restaurants SS > ATC CVR,0.4289715415,0.4377606888,0.4066142443,-0.008789147300000022,0.022357297200000015
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Restaurants SST > SS CVR,0.8640996246,0.8602199358,0.8696856574,0.003879688800000003,-0.005586032800000029
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,Retail SST > SS CVR,0.9325414645,0.9459501571,0.9361203066,-0.013408692599999994,-0.0035788421000000348
BR,Curitiba,PR - CWB - Batel/Centro,% PRO Users Who Breakeven,0.2783757339,0.2855755221,0.320255027,-0.007199788200000001,-0.04187929310000005
BR,Curitiba,PR - CWB - Batel/Centro,% Restaurants Sessions With Optimal Assortment,0.7757311681,0.761017475,0.7610283203,0.014713693099999925,0.014702847799999974
BR,Curitiba,PR - CWB - Batel/Centro,Gross Profit UE,1.93833258,2.576577255,1.289344925,-0.6382446750000002,0.648987655
BR,Curitiba,PR - CWB - Batel/Centro,Lead Penetration,0.0781516845,0.07967491166,0.07444617422,-0.0015232271600000014,0.0037055102800000045
BR,Curitiba,PR - CWB - Batel/Centro,MLTV Top Verticals Adoption,0.3742873521,0.3815221857,0.3935725269,-0.00723483359999999,-0.01928517479999997
BR,Curitiba,PR - CWB - Batel/Centro,Non-Pro PTC > OP,0.7616592277,0.7556572081,0.7441914603,0.006002019600000019,0.0174677674
BR,Curitiba,PR - CWB - Batel/Centro,Perfect Orders,0.8900979253,0.8743241659,0.8686057074,0.01577375940000003,0.0214922179
BR,Curitiba,PR - CWB - Batel/Centro,Pro Adoption (Last Week Status),0.5051138238,0.4773722628,0.4664804469,0.027741561000000026,0.038633376900000016
BR,Curitiba,PR - CWB - Batel/Centro,Restaurants Markdowns / GMV,0.07232756219,0.07067676003,0.09459720864,0.0016508021600000061,-0.02226964645
BR,Curitiba,PR - CWB - Batel/Centro,Restaurants SS > ATC CVR,0.3992526171,0.41446197,0.4426837198,-0.015209352900000028,-0.0434311027
BR,Curitiba,PR - CWB - Batel/Centro,Restaurants SST > SS CVR,0.863373345,0.8649972962,0.868738858,-0.001623951200000029,-0.005365512999999988
BR,Curitiba,PR - CWB - Batel/Centro,Retail SST > SS CVR,0.9598742033,0.9601655759,0.9604012451,-0.0002913726000000061,-0.0005270418000000721
BR,Curitiba,PR - CWB - Bigorrilho,% PRO Users Who Breakeven,0.3231132075,0.3325526932,0.3537735849,-0.009439485700000028,-0.030660377399999994
BR,Curitiba,PR - CWB - Bigorrilho,% Restaurants Sessions With Optimal Assortment,0.7656580733,0.7464315125,0.7359280123,0.01922656080000007,0.029730060999999974
BR,Curitiba,PR - CWB - Bigorrilho,Gross Profit UE,2.598795883,3.162444456,2.164472239,-0.5636485729999996,0.434323644
BR,Curitiba,PR - CWB - Bigorrilho,Lead Penetration,0.1223792424,0.1189463247,0.1263159528,0.00343291770000001,-0.0039367103999999875
BR,Curitiba,PR - CWB - Bigorrilho,MLTV Top Verticals Adoption,0.3744018838,0.392031746,0.3986129781,-0.017629862200000013,-0.024211094300000013
BR,Curitiba,PR - CWB - Bigorrilho,Non-Pro PTC > OP,0.7504002167,0.757724522,0.7523794435,-0.007324305299999945,-0.0019792267999999558
BR,Curitiba,PR - CWB - Bigorrilho,Perfect Orders,0.882896864,0.8652513782,0.849398948,0.017645485800000027,0.03349791599999996
BR,Curitiba,PR - CWB - Bigorrilho,Pro Adoption (Last Week Status),0.5306451613,0.5142857143,0.512125535,0.016359446999999916,0.018519626299999925
BR,Curitiba,PR - CWB - Bigorrilho,Restaurants Markdowns / GMV,0.05908548713,0.06113119427,0.08745672654,-0.0020457071399999985,-0.02837123941
BR,Curitiba,PR - CWB - Bigorrilho,Restaurants SS > ATC CVR,0.4647566483,0.4655128972,0.46838995,-0.0007562488999999784,-0.00363330169999998
BR,Curitiba,PR - CWB - Bigorrilho,Restaurants SST > SS CVR,0.8513591816,0.8551958095,0.8519651552,-0.003836627899999945,-0.0006059736000000315
BR,Curitiba,PR - CWB - Bigorrilho,Retail SST > SS CVR,0.9598314942,0.9602435868,0.9650724473,-0.00041209259999996917,-0.005240953099999945
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,% PRO Users Who Breakeven,0.2279069767,0.2648401826,0.2424242424,-0.03693320589999996,-0.014517265699999976
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,% Restaurants Sessions With Optimal Assortment,0.3119734661,0.3076291169,0.3224576169,0.004344349199999986,-0.010484150800000036
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Gross Profit UE,-0.4742391301,-0.3293676033,-1.612374583,-0.14487152680000004,1.1381354529
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Lead Penetration,0.03646728366,0.03764567906,0.03819498022,-0.0011783953999999972,-0.0017276965599999985
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,MLTV Top Verticals Adoption,0.1645935719,0.1627151331,0.1932780425,0.0018784388000000207,-0.028684470599999984
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Non-Pro PTC > OP,0.5745047394,0.5893041145,0.6344759784,-0.014799375099999956,-0.05997123900000001
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Perfect Orders,0.8118933981,0.8447706308,0.8589874621,-0.03287723269999998,-0.047094063999999936
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Pro Adoption (Last Week Status),0.4246575342,0.4137931034,0.4272930649,0.010864430800000047,-0.0026355306999999994
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Restaurants Markdowns / GMV,0.1353683785,0.150769845,0.1796175841,-0.015401466500000016,-0.04424920560000001
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Restaurants SS > ATC CVR,0.3579203452,0.3699699016,0.394396713,-0.012049556399999994,-0.03647636780000002
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Restaurants SST > SS CVR,0.868439932,0.8711186075,0.8684819399,-0.002678675500000005,-4.200789999997401e-05
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Retail SST > SS CVR,0.9246442842,0.9276326975,0.9317122568,-0.0029884132999999924,-0.007067972600000028
BR,Curitiba,PR - CWB - CIC,% PRO Users Who Breakeven,0.2192982456,0.2363636364,0.359223301,-0.017065390799999997,-0.1399250554
BR,Curitiba,PR - CWB - CIC,% Restaurants Sessions With Optimal Assortment,0.06646727451,0.04811193625,0.06335970105,0.018355338259999993,0.003107573459999999
BR,Curitiba,PR - CWB - CIC,Gross Profit UE,0.9087652071,0.1133488436,-1.438776349,0.7954163635,2.3475415561
BR,Curitiba,PR - CWB - CIC,Lead Penetration,0.02260121014,0.02274733045,0.02289345077,-0.00014612030999999748,-0.00029224062999999925
BR,Curitiba,PR - CWB - CIC,MLTV Top Verticals Adoption,0.2667517808,0.288787829,0.2273961684,-0.02203604819999999,0.03935561240000002
BR,Curitiba,PR - CWB - CIC,Non-Pro PTC > OP,0.5687526881,0.5694667117,0.6274945664,-0.0007140235999999467,-0.058741878299999994
BR,Curitiba,PR - CWB - CIC,Perfect Orders,0.7616874037,0.8269324955,0.7375008614,-0.06524509180000004,0.024186542299999947
BR,Curitiba,PR - CWB - CIC,Pro Adoption (Last Week Status),0.527027027,0.5257142857,0.5681818182,0.001312741300000031,-0.041154791199999985
BR,Curitiba,PR - CWB - CIC,Restaurants Markdowns / GMV,0.0838451853,0.1208659508,0.1107258134,-0.0370207655,-0.026880628099999998
BR,Curitiba,PR - CWB - CIC,Restaurants SS > ATC CVR,0.5777397638,0.5211808797,0.4838438969,0.056558884099999984,0.09389586690000001
BR,Curitiba,PR - CWB - CIC,Restaurants SST > SS CVR,0.8445285083,0.8212505904,0.8405647865,0.0232779179,0.003963721800000042
BR,Curitiba,PR - CWB - CIC,Retail SST > SS CVR,0.947157545,0.9541364329,0.9423833955,-0.006978887900000008,0.004774149499999991
BR,Curitiba,PR - CWB - Centro Civico/Merces,% PRO Users Who Breakeven,0.2969348659,0.3180952381,0.3358208955,-0.0211603722,-0.03888602959999998
BR,Curitiba,PR - CWB - Centro Civico/Merces,% Restaurants Sessions With Optimal Assortment,0.7208758264,0.7053805909,0.7076122966,0.015495235499999982,0.013263529800000007
BR,Curitiba,PR - CWB - Centro Civico/Merces,Gross Profit UE,1.476334751,1.767139397,0.7210699299,-0.290804646,0.7552648211
